DOMAIN,DOMAIN_TYPE,DNS_SERVER,SPF,SPF_MULTIPLE_ALLS,SPF_NUM_DNS_QUERIES,SPF_TOO_MANY_DNS_QUERIES,DMARC,DMARC_POLICY,DMARC_PCT,DMARC_ASPF,DMARC_SP,DMARC_FORENSIC_REPORT,DMARC_AGGREGATE_REPORT,BIMI_RECORD,BIMI_VERSION,BIMI_LOCATION,BIMI_AUTHORITY,SPOOFING_POSSIBLE,SPOOFING_TYPE
"mlkday.gov,Federal - Executive,Corporation for National and Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov",domain,1.1.1.1,,,0,FALSE,v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,reject,,,,,reports@dmarc.cyber.dhs.gov,,,,,FALSE,"Spoofing is not possible for mlkday.gov,Federal - Executive,Corporation for National and Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov."
"nsep.gov,Federal - Executive,Department of Defense,National Security Education Program (NSEP) at DLNSEO,Alexandria,VA,nsep@nsep.gov",domain,1.1.1.1,,,0,FALSE,,,,,,,,,,,,TRUE,"Spoofing possible for nsep.gov,Federal - Executive,Department of Defense,National Security Education Program (NSEP) at DLNSEO,Alexandria,VA,nsep@nsep.gov."
"nationalservice.gov,Federal - Executive,Corporation for National and Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov",domain,1.1.1.1,,,0,FALSE,v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,reject,,,,,reports@dmarc.cyber.dhs.gov,,,,,FALSE,"Spoofing is not possible for nationalservice.gov,Federal - Executive,Corporation for National and Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov."
"presidentialserviceawards.gov,Federal - Executive,Corporation for National and Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov",domain,1.1.1.1,,,0,FALSE,v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,reject,,,,,reports@dmarc.cyber.dhs.gov,,,,,FALSE,"Spoofing is not possible for presidentialserviceawards.gov,Federal - Executive,Corporation for National and Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov."
"serve.gov,Federal - Executive,Corporation for National and Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov",domain,1.1.1.1,,,0,FALSE,v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,reject,,,,,reports@dmarc.cyber.dhs.gov,,,,,FALSE,"Spoofing is not possible for serve.gov,Federal - Executive,Corporation for National and Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov."
"vistacampus.gov,Federal - Executive,Corporation for National and Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov",domain,1.1.1.1,,,0,FALSE,v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,reject,,,,,reports@dmarc.cyber.dhs.gov,,,,,FALSE,"Spoofing is not possible for vistacampus.gov,Federal - Executive,Corporation for National and Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov."
"volunteeringinamerica.gov,Federal - Executive,Corporation for National and Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov",domain,1.1.1.1,,,0,FALSE,v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,reject,,,,,reports@dmarc.cyber.dhs.gov,,,,,FALSE,"Spoofing is not possible for volunteeringinamerica.gov,Federal - Executive,Corporation for National and Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov."
"aftac.gov,Federal - Executive,Department of Defense,Air Force Technical Applications Center,Patrick AFB,FL,dco@aftac.gov",domain,1.1.1.1,,,0,FALSE,,,,,,,,,,,,TRUE,"Spoofing possible for aftac.gov,Federal - Executive,Department of Defense,Air Force Technical Applications Center,Patrick AFB,FL,dco@aftac.gov."
"cigie.gov,Federal - Executive,Council of the Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Washington,DC,security@cigie.gov",domain,1.1.1.1,,,0,FALSE,v=DMARC1; p=reject; pct=100; rua=mailto:reports@dmarc.cyber.dhs.gov; aspf=r;,reject,100,r,,,reports@dmarc.cyber.dhs.gov,,,,,FALSE,"Spoofing is not possible for cigie.gov,Federal - Executive,Council of the Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Washington,DC,security@cigie.gov."
"ignet.gov,Federal - Executive,Council of the Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Washington,DC,security@cigie.gov",domain,1.1.1.1,,,0,FALSE,v=DMARC1; p=reject; pct=100; rua=mailto:reports@dmarc.cyber.dhs.gov; aspf=r;,reject,100,r,,,reports@dmarc.cyber.dhs.gov,,,,,FALSE,"Spoofing is not possible for ignet.gov,Federal - Executive,Council of the Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Washington,DC,security@cigie.gov."
"oversight.gov,Federal - Executive,Council of the Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Washington,DC,security@cigie.gov",domain,1.1.1.1,,,0,FALSE,v=DMARC1; p=reject; pct=100; rua=mailto:reports@dmarc.cyber.dhs.gov; aspf=r;,reject,100,r,,,reports@dmarc.cyber.dhs.gov,,,,,FALSE,"Spoofing is not possible for oversight.gov,Federal - Executive,Council of the Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Washington,DC,security@cigie.gov."
"pandemicoversight.gov,Federal - Executive,Council of the Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Washington,DC,security@cigie.gov",domain,1.1.1.1,,,0,FALSE,v=DMARC1; p=reject; pct=100; rua=mailto:reports@dmarc.cyber.dhs.gov; aspf=r;,reject,100,r,,,reports@dmarc.cyber.dhs.gov,,,,,FALSE,"Spoofing is not possible for pandemicoversight.gov,Federal - Executive,Council of the Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Washington,DC,security@cigie.gov."
"pretrialservices.gov,Federal - Executive,DC Court Services and Offender Supervision Agency,Pretrial Services Agency for the District of Columbia,Washington,DC,PSAITSecurity@PSA.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:dmarc_aggdataP@psa.gov,mailto:reports@dmarc.cyber.dhs.gov",reject,,,,,"dmarc_aggdataP@psa.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for pretrialservices.gov,Federal - Executive,DC Court Services and Offender Supervision Agency,Pretrial Services Agency for the District of Columbia,Washington,DC,PSAITSecurity@PSA.gov."
"tswg.gov,Federal - Executive,Department of Defense,Irregular Warfare Technical Support Directorate,Alexandria,VA,webmanager@iwtsd.gov",domain,1.1.1.1,,,0,FALSE,v=DMARC1;  p=none; rua=mailto:dmarc-reports@iwtsd.gov,none,,,,,dmarc-reports@iwtsd.gov,,,,,,"Spoofing might be possible (Mailbox dependent) for tswg.gov,Federal - Executive,Department of Defense,Irregular Warfare Technical Support Directorate,Alexandria,VA,webmanager@iwtsd.gov."
"dnfsb.gov,Federal - Executive,Defense Nuclear Facilities Safety Board,Defense Nuclear Facilities Safety Board,Washington,DC,cyberalerts@dnfsb.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:dmarc@dnfsb.gov,mailto:reports@dmarc.cyber.dhs.gov; pct=100",reject,100,,,,"dmarc@dnfsb.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for dnfsb.gov,Federal - Executive,Defense Nuclear Facilities Safety Board,Defense Nuclear Facilities Safety Board,Washington,DC,cyberalerts@dnfsb.gov."
"2020census.gov,Federal - Executive,Department of Commerce,Census Bureau,Suitland,MD,boc.cirt@census.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:dmarc_agg@valigov.email,mailto:dmarc+rua@other.mail.census.gov,mailto:dmarc-reports@doc.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarc+ruf@other.mail.census.gov; fo=1",reject,,,,dmarc+ruf@other.mail.census.gov,"dmarc_agg@valigov.email,dmarc+rua@other.mail.census.gov,dmarc-reports@doc.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for 2020census.gov,Federal - Executive,Department of Commerce,Census Bureau,Suitland,MD,boc.cirt@census.gov."
"oneaftac.gov,Federal - Executive,Department of Defense,Air Force Technical Applications Center,Patrick SFB,FL,dco@aftac.gov",domain,1.1.1.1,,,0,FALSE,,,,,,,,,,,,TRUE,"Spoofing possible for oneaftac.gov,Federal - Executive,Department of Defense,Air Force Technical Applications Center,Patrick SFB,FL,dco@aftac.gov."
"aviationweather.gov,Federal - Executive,Department of Commerce,National Weather Service,Silver Spring,MD,security@noaa.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:dmarc-reports@doc.gov,mailto:reports@dmarc.cyber.dhs.gov",reject,,,,,"dmarc-reports@doc.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for aviationweather.gov,Federal - Executive,Department of Commerce,National Weather Service,Silver Spring,MD,security@noaa.gov."
"psa.gov,Federal - Executive,DC Court Services and Offender Supervision Agency,Court Services and Offender Supervision Agency,Washington,DC,PSAITSecurity@PSA.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:dmarc_aggdataP@psa.gov,mailto:reports@dmarc.cyber.dhs.gov",reject,,,,,"dmarc_aggdataP@psa.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for psa.gov,Federal - Executive,DC Court Services and Offender Supervision Agency,Court Services and Offender Supervision Agency,Washington,DC,PSAITSecurity@PSA.gov."
"bea.gov,Federal - Executive,Department of Commerce,Bureau of Economic Analysis,Suitland,MD,bea-cirt@bea.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:dmarc-rua@bea.gov, mailto:ixouuvcj@ag.dmarcian.com, mailto:dmarc-reports@doc.gov, mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:ixouuvcj@fr.dmarcian.com",reject,100,,,,"dmarc-rua@bea.gov, ixouuvcj@ag.dmarcian.com, dmarc-reports@doc.gov, reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for bea.gov,Federal - Executive,Department of Commerce,Bureau of Economic Analysis,Suitland,MD,bea-cirt@bea.gov."
"bis.gov,Federal - Executive,Department of Commerce,Bureau of Industry and Security,Washington,DC,BIS.CIRT@bis.doc.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc-reports@doc.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com",reject,,,,dmarc_ruf@emaildefense.proofpoint.com,"dmarc_rua@emaildefense.proofpoint.com,dmarc-reports@doc.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for bis.gov,Federal - Executive,Department of Commerce,Bureau of Industry and Security,Washington,DC,BIS.CIRT@bis.doc.gov."
"bldrdoc.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Boulder,CO,siirt@nist.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:dmarcrua@nist.gov,mailto:dmarc-reports@doc.gov, mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:dmarcruf@nist.gov",reject,100,,,,"dmarcrua@nist.gov,dmarc-reports@doc.gov, reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for bldrdoc.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Boulder,CO,siirt@nist.gov."
"denali.gov,Federal - Executive,Denali Commission,Denali Commission,Anchorage,AK,jherrick@denali.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:d4b033629f79477@rep.dmarcanalyzer.com; ruf=mailto:d4b033629f79477@for.dmarcanalyzer.com; fo=1;",reject,,,,d4b033629f79477@for.dmarcanalyzer.com,"reports@dmarc.cyber.dhs.gov,d4b033629f79477@rep.dmarcanalyzer.com",,,,,FALSE,"Spoofing is not possible for denali.gov,Federal - Executive,Denali Commission,Denali Commission,Anchorage,AK,jherrick@denali.gov."
"chips.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Gaithersburg,MD,siirt@nist.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:dmarcrua@nist.gov,mailto:dmarc-reports@doc.gov, mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:dmarcruf@nist.gov",reject,100,,,,"dmarcrua@nist.gov,dmarc-reports@doc.gov, reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for chips.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Gaithersburg,MD,siirt@nist.gov."
"census.gov,Federal - Executive,Department of Commerce,Census Bureau,Suitland,MD,boc.cirt@census.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:dmarc_agg@valigov.email,mailto:dmarc+rua@other.mail.census.gov,mailto:dmarc-reports@doc.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarc+ruf@other.mail.census.gov; fo=1",reject,,,,dmarc+ruf@other.mail.census.gov,"dmarc_agg@valigov.email,dmarc+rua@other.mail.census.gov,dmarc-reports@doc.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for census.gov,Federal - Executive,Department of Commerce,Census Bureau,Suitland,MD,boc.cirt@census.gov."
"cebaf.gov,Federal - Executive,Department of Energy,Thomas Jefferson National Accelerator Facility,Newport News,VA,security@jlab.org",domain,1.1.1.1,,,0,FALSE,v=DMARC1;p=none;pct=100;rua=mailto:re+ww6gwbeb2du@dmarc.postmarkapp.com;aspf=r;adkim=r;ruf=mailto:jlab-dmarc-fore@jlab.org,none,100,r,,,re+ww6gwbeb2du@dmarc.postmarkapp.com,,,,,,"Spoofing might be possible (Mailbox dependent) for cebaf.gov,Federal - Executive,Department of Energy,Thomas Jefferson National Accelerator Facility,Newport News,VA,security@jlab.org."
"commerce.gov,Federal - Executive,Department of Commerce,Department of Commerce,Washington,DC,esoc@doc.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc-reports@doc.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com",reject,,,,dmarc_ruf@emaildefense.proofpoint.com,"dmarc_rua@emaildefense.proofpoint.com,dmarc-reports@doc.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for commerce.gov,Federal - Executive,Department of Commerce,Department of Commerce,Washington,DC,esoc@doc.gov."
"buyusa.gov,Federal - Executive,Department of Commerce,International Trade Administration,Washington,DC,OpSec@trade.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_reports@trade.gov,mailto:dmarc-reports@doc.gov; ruf=mailto:dmarc_reports@trade.gov; sp=reject",reject,,,reject,,"reports@dmarc.cyber.dhs.gov,dmarc_reports@trade.gov,dmarc-reports@doc.gov",,,,,FALSE,"Spoofing is not possible for buyusa.gov,Federal - Executive,Department of Commerce,International Trade Administration,Washington,DC,OpSec@trade.gov."
"cwc.gov,Federal - Executive,Department of Commerce,Bureau of Industry and Security,Washington,DC,BIS.CIRT@bis.doc.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc-reports@doc.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com",reject,,,,dmarc_ruf@emaildefense.proofpoint.com,"dmarc_rua@emaildefense.proofpoint.com,dmarc-reports@doc.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for cwc.gov,Federal - Executive,Department of Commerce,Bureau of Industry and Security,Washington,DC,BIS.CIRT@bis.doc.gov."
"dnsops.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Gaithersburg,MD,antd-siirt@nist.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:dmarcrua@nist.gov,mailto:dmarc-reports@doc.gov, mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:dmarcruf@nist.gov",reject,100,,,,"dmarcrua@nist.gov,dmarc-reports@doc.gov, reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for dnsops.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Gaithersburg,MD,antd-siirt@nist.gov."
"doc.gov,Federal - Executive,Department of Commerce,Office of the Chief Information Officer,Washington,DC,esoc@doc.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc-reports@doc.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com",reject,,,,dmarc_ruf@emaildefense.proofpoint.com,"dmarc_rua@emaildefense.proofpoint.com,dmarc-reports@doc.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for doc.gov,Federal - Executive,Department of Commerce,Office of the Chief Information Officer,Washington,DC,esoc@doc.gov."
"dataprivacyframework.gov,Federal - Executive,Department of Commerce,International Trade Administration,Washington DC,DC,chuck.hicks@trade.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_reports@trade.gov,mailto:dmarc-reports@doc.gov; ruf=mailto:dmarc_reports@trade.gov; sp=reject",reject,,,reject,,"reports@dmarc.cyber.dhs.gov,dmarc_reports@trade.gov,dmarc-reports@doc.gov",,,,,FALSE,"Spoofing is not possible for dataprivacyframework.gov,Federal - Executive,Department of Commerce,International Trade Administration,Washington DC,DC,chuck.hicks@trade.gov."
"lbl.gov,Federal - Executive,Department of Energy,Lawrence Berkeley National Laboratory,Berkeley,CA,security@lbl.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1;p=none;rua=mailto:dmarc-rua@lbl.gov,mailto:og6vbp83@ag.dmarcian.com;ruf=mailto:dmarc-ruf@lbl.gov",none,,,,,"dmarc-rua@lbl.gov,og6vbp83@ag.dmarcian.com",,,,,,"Spoofing might be possible (Mailbox dependent) for lbl.gov,Federal - Executive,Department of Energy,Lawrence Berkeley National Laboratory,Berkeley,CA,security@lbl.gov."
"edison.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Gaithersburg,MD,siirt@nist.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:dmarcrua@nist.gov,mailto:dmarc-reports@doc.gov, mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:dmarcruf@nist.gov",reject,100,,,,"dmarcrua@nist.gov,dmarc-reports@doc.gov, reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for edison.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Gaithersburg,MD,siirt@nist.gov."
"eda.gov,Federal - Executive,Department of Commerce,Economic Development Administration,Washington,DC,esoc@doc.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc-reports@doc.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com",reject,,,,dmarc_ruf@emaildefense.proofpoint.com,"dmarc_rua@emaildefense.proofpoint.com,dmarc-reports@doc.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for eda.gov,Federal - Executive,Department of Commerce,Economic Development Administration,Washington,DC,esoc@doc.gov."
"firstnet.gov,Federal - Executive,Department of Commerce,National Telecommunications and Information Administration,Washington,DC,FirstnetEmailSec@firstnet.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:dmarc-rua@firstnet.gov,mailto:dmarc-reports@doc.gov,mailto:reports@dmarc.cyber.dhs.gov",reject,,,,,"dmarc-rua@firstnet.gov,dmarc-reports@doc.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for firstnet.gov,Federal - Executive,Department of Commerce,National Telecommunications and Information Administration,Washington,DC,FirstnetEmailSec@firstnet.gov."
"fishwatch.gov,Federal - Executive,Department of Commerce,NOAA Fisheries,Silver Spring,MD,security@noaa.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:dmarc-reports@doc.gov,mailto:reports@dmarc.cyber.dhs.gov",reject,,,,,"dmarc-reports@doc.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for fishwatch.gov,Federal - Executive,Department of Commerce,NOAA Fisheries,Silver Spring,MD,security@noaa.gov."
"goes-r.gov,Federal - Executive,Department of Commerce,NASA GSFC,Greenbelt,MD,security@noaa.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:dmarc-reports@doc.gov,mailto:reports@dmarc.cyber.dhs.gov",reject,,,,,"dmarc-reports@doc.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for goes-r.gov,Federal - Executive,Department of Commerce,NASA GSFC,Greenbelt,MD,security@noaa.gov."
